timestamp,vehicle_speed,target_speed,throttle,brake,steering,nearest_obstacle_m,ttc,safety_state,detections,fps
11:40:12,4.00,30.00,1.000,0.000,0.081,,,CLEAR,2,0.1
11:40:13,0.37,30.00,1.000,0.000,0.041,,,CLEAR,2,0.1
11:40:13,7.02,30.00,1.000,0.000,0.035,,,CLEAR,2,0.1
11:40:13,14.74,30.00,1.000,0.000,0.021,,,CLEAR,2,15.1
11:40:14,19.17,2.52,0.000,1.000,0.008,10.840240478515625,,CAUTION,2,15.1
11:40:15,18.82,0.60,0.000,1.000,0.006,10.200271606445312,,CAUTION,2,9.4
11:40:15,17.83,5.00,0.000,1.000,0.002,9.898468017578125,,BRAKE,1,9.4
11:40:16,14.31,5.00,0.000,0.662,-0.001,9.795196533203125,,BRAKE,1,8.8
11:40:16,11.38,5.00,0.000,0.526,-0.003,9.92156982421875,,BRAKE,1,8.8
11:40:17,8.91,2.00,0.000,1.000,-0.005,10.665512084960938,,CAUTION,1,10.2
11:40:17,8.04,30.00,1.000,0.000,-0.006,,,CLEAR,1,10.2
11:40:18,12.31,30.00,1.000,0.000,-0.007,,,CLEAR,1,9.5
11:40:18,18.45,30.00,0.746,0.000,-0.009,,,CLEAR,1,9.5
11:40:19,21.33,30.00,0.606,0.000,-0.007,,,CLEAR,1,9.5
11:40:19,24.21,30.00,1.000,0.000,-0.006,,,CLEAR,1,10.5
11:40:20,25.56,30.00,0.315,0.000,-0.004,,,CLEAR,1,10.5
11:40:20,26.86,30.00,0.518,0.000,-0.003,,,CLEAR,1,10.1
11:40:21,27.72,30.00,0.363,0.000,-0.002,,,CLEAR,0,10.1
11:40:21,28.11,30.00,0.472,0.000,-0.002,,,CLEAR,0,9.8
11:40:22,27.86,30.00,0.604,0.000,-0.001,,,CLEAR,0,9.8
11:40:22,27.97,30.00,0.532,0.000,-0.001,,,CLEAR,1,10.8
11:40:22,27.87,30.00,1.000,0.000,-0.000,,,CLEAR,1,10.8
11:40:23,27.78,30.00,0.411,0.000,-0.000,,,CLEAR,0,11.7
