timestamp,vehicle_speed,target_speed,throttle,brake,steering,nearest_obstacle_m,ttc,safety_state,detections,fps
09:21:26,4.00,30.00,1.000,0.000,0.171,26.24652099609375,,SAFE,2,0.1
09:21:27,0.37,30.00,1.000,0.000,0.124,26.244842529296875,16.259364417296247,SAFE,2,0.1
09:21:27,9.12,30.00,1.000,0.000,0.096,26.196868896484375,,SAFE,1,0.1
09:21:27,16.27,30.00,0.978,0.000,0.056,,,CLEAR,2,0.1
09:21:27,20.07,30.00,1.000,0.000,0.021,24.466644287109375,,SAFE,3,19.2
09:21:28,23.66,30.00,1.000,0.000,0.002,,,CLEAR,2,19.2
09:21:28,24.77,30.00,0.452,0.000,-0.008,,,CLEAR,1,19.2
09:21:28,26.50,30.00,0.409,0.000,-0.010,,,CLEAR,0,19.2
09:21:28,27.42,30.00,0.503,0.000,-0.011,,,CLEAR,2,19.5
09:21:29,28.03,30.00,0.350,0.000,-0.011,,,CLEAR,2,19.5
09:21:29,28.29,30.00,0.466,0.000,-0.010,,,CLEAR,1,19.5
09:21:29,28.53,30.00,0.335,0.000,-0.009,,,CLEAR,0,19.5
09:21:29,28.57,30.00,0.456,0.000,-0.007,,,CLEAR,0,20.2
09:21:30,28.69,30.00,0.329,0.000,-0.006,,,CLEAR,1,20.2
09:21:30,28.66,30.00,0.453,0.000,-0.005,,,CLEAR,1,20.2
09:21:30,28.74,30.00,0.328,0.000,-0.004,,,CLEAR,1,20.2
09:21:30,28.69,30.00,0.452,0.000,-0.003,,,CLEAR,0,20.2
09:21:30,28.76,30.00,0.327,0.000,-0.002,,,CLEAR,0,21.3
09:21:31,28.70,30.00,0.452,0.000,-0.001,,,CLEAR,0,21.3
09:21:31,28.76,30.00,0.327,0.000,-0.001,,,CLEAR,0,21.3
09:21:31,28.71,30.00,0.452,0.000,-0.000,,,CLEAR,1,21.3
09:21:31,28.77,30.00,0.327,0.000,-0.000,,,CLEAR,1,23.8
09:21:31,28.71,30.00,0.452,0.000,-0.000,,,CLEAR,1,23.8
09:21:32,28.76,30.00,0.330,0.000,-0.038,,,CLEAR,1,23.8
09:21:32,28.69,30.00,0.456,0.000,-0.077,,,CLEAR,0,23.8
09:21:32,28.73,30.00,0.337,0.000,-0.119,,,CLEAR,0,23.8
09:21:32,28.65,30.00,0.463,0.000,-0.153,,,CLEAR,0,24.9
09:21:32,28.69,30.00,0.347,0.000,-0.176,,,CLEAR,0,24.9
09:21:33,28.61,30.00,0.473,0.000,-0.205,,,CLEAR,0,24.9
09:21:33,27.83,30.00,0.890,0.000,-0.980,,,CLEAR,0,24.9
09:21:33,26.79,30.00,0.805,0.000,0.200,,,CLEAR,0,24.9
09:21:33,28.33,30.00,0.985,0.000,-0.957,,,CLEAR,0,24.9
09:21:33,25.77,30.00,0.858,0.000,-1.000,,,CLEAR,0,24.9
09:21:34,26.21,30.00,0.567,0.000,-1.000,,,CLEAR,0,24.9
09:21:34,4.71,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.9
09:21:34,0.15,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.9
09:21:34,0.11,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:35,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:35,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:35,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:35,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:35,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.6
09:21:36,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.6
09:21:36,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.6
09:21:36,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.6
09:21:36,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.6
09:21:37,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:37,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:37,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:37,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:37,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:38,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:38,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:38,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:38,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.3
09:21:38,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.6
09:21:39,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.6
09:21:39,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.6
09:21:39,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.6
09:21:39,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.6
09:21:39,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.4
09:21:40,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.4
09:21:40,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.4
09:21:40,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.4
09:21:40,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.4
09:21:41,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:41,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:41,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:41,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:41,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:42,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:42,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:42,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:42,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:42,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:43,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:43,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:43,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:43,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:43,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:44,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:44,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:44,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:44,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:44,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:45,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:45,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:45,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:45,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:46,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.7
09:21:46,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:46,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:46,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:46,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:47,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:47,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:47,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:47,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:47,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.9
09:21:48,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:48,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:48,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:48,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:48,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.2
09:21:49,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:49,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:49,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:49,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:49,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:50,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,24.4
09:21:50,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,26.4
09:21:50,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,26.4
09:21:50,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,26.4
09:21:50,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,26.4
09:21:51,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,26.4
09:21:51,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,25.4
09:21:51,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,25.4
09:21:51,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,25.4
09:21:51,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,25.4
09:21:51,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,25.4
09:21:52,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,25.4
09:21:52,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,29.2
09:21:52,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,29.2
09:21:52,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,29.2
09:21:54,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,5.4
09:21:55,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,5.4
09:21:55,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,5.4
09:21:55,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,5.4
09:21:55,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.1
09:21:55,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.1
09:21:56,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.1
09:21:56,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.1
09:21:56,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.1
09:21:56,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,20.2
09:21:57,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,20.2
09:21:57,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,20.2
09:21:59,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,6.8
09:21:59,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,6.8
09:21:59,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,6.8
09:22:00,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,6.8
09:22:00,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,6.8
09:22:00,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:00,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:01,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:01,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:01,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:01,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:01,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:02,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,22.4
09:22:02,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,16.3
09:22:02,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,16.3
09:22:03,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,16.3
09:22:03,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,16.3
09:22:03,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,16.3
09:22:03,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,21.6
09:22:04,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,21.6
09:22:04,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,21.6
09:22:05,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,11.0
09:22:05,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,11.0
09:22:05,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,11.0
09:22:05,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,11.0
09:22:06,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,11.0
09:22:06,0.10,30.00,1.000,0.000,-1.000,,,CLEAR,0,23.2
